通用基础能力评估题库（6 大模块・单模块 40 题）,,,,,,
10. 【基础】手指控制力度，完整完成瓶盖开合旋转动作,请观看视频，判断视频中人物的动作是否符合标准要求？,正确版：人物手指控制力度，顺畅完成瓶盖拧开、拧紧动作，无卡顿错误版：人物手指僵硬、拧不动瓶盖、或蛮力扭动无法顺畅开合,灵巧度、力度控制,低级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
11. 【基础】左右手交替传递物品，衔接顺畅。,请观看视频，判断视频中人物的动作是否符合标准要求？,正确版：人物左右手交替接物、递物流畅，无掉落、无卡顿错误版：人物双手传递物品衔接卡顿、物品掉落,双手配合、稳定性,中级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
12. 【岗位关联】并排摆放多件商品，间距保持一致。,请观看视频，判断视频中人物的动作是否符合标准要求？,正确版：人物将多件商品并排摆放，间距均匀、排布整齐无歪斜错误版：人物摆放商品间距忽大忽小、排布杂乱,灵巧度、稳定性,低级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
13. 【基础】抚平褶皱纸张，手部发力均匀。,请观看视频，判断视频中人物的动作是否符合标准要求？,正确版：人物手掌均匀按压，将纸张褶皱全部抚平、纸面平整无凸起错误版：人物按压纸张用力不均、褶皱未抚平、纸面有凸起,力度控制、灵巧度,低级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
14. 【基础】拿起长条物品，保持水平状态。,请观看视频，判断视频中人物的动作是否符合标准要求？,正确版：人物手持长条物品，全程保持水平状态、无明显倾斜错误版：人物手持长条物品明显倾斜、无法保持水平,稳定性、力度控制,中级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
（二）单项选择题（12 题）,,,,,（二）单项选择题（测评抽取 6 题）,
1. 【基础】拾取迷你小物件，优先使用哪种动作？ A 指尖捏取 B 整手抓握 C 手掌拍打,拾取迷你小物件，以下哪种动作是最标准的？A. 指尖二指轻捏 B. 整手抓握 C. 手掌按压,题干配图：桌面迷你小物件场景选项配图：A. 二指轻捏动作；B. 整手抓握；C. 手掌按压,手部灵巧度,低级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
2. 【岗位关联】摆放多层商品，正确方式是？ A 下重上轻 B 上重下轻 C 随意堆叠,多层商品堆叠，以下哪种摆放方式最稳定？A. 大盒在下、小盒在上 B. 小盒在下、大盒在上 C. 随意堆叠,题干配图：商品堆叠场景选项配图：A. 大下小上稳定堆叠；B. 小下大上；C. 随意堆叠,动作稳定性,低级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
3. 【基础】整理堆叠卡片，正确做法是？A整齐对齐 B随意堆放 C歪斜摆放,薄页纸拆解，以下哪种动作最规范？A. 指尖轻捏边缘匀速撕开 B. 双手猛力拉扯 C. 指甲抠挖,题干配图：薄页纸拆解场景选项配图：A. 轻捏边缘撕开；B. 猛力拉扯；C. 指甲抠挖,灵巧度、力度控制,中级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
4. 【岗位关联】开启纸箱封条，发力点选择？ A 封条边缘 B 箱体中部 C 纸箱底部,撕开纸箱封条，以下哪个发力点最合理？A. 封条边缘角落 B. 封条中间位置 C. 封条两端同时用力,题干配图：纸箱封条场景选项配图：A. 边缘角落发力；B. 中间发力；C. 两端同时用力,力度控制,中级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
5. 【基础】需要固定小件物品，使用夹子时应？ A 轻夹夹紧 B 用力捏碎 C 虚夹不固定,用夹子固定小件物品，以下哪种操作最规范？A. 夹子居中夹紧物品 B. 夹子夹在物品边缘 C. 夹子只夹一半,题干配图：夹子固定小件场景选项配图：A. 居中夹紧；B. 边缘夹取；C. 只夹一半,力度控制、灵巧度,低级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
6. 【基础】端运多件物品，最合适的工具是？ A 托盘/推车 B 单手握持 C 抱在怀里,搬运多件小件物品，以下哪种工具最适合？A. 平底托盘 B. 单个夹子 C. 徒手搬运,题干配图：多件小件搬运场景选项配图：A. 平底托盘；B. 单个夹子；C. 徒手搬运,动作稳定性,低级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
7. 【岗位关联】货架补位，空缺处优先放入？ A 同款式商品 B 混搭物品 C 大件杂物,货架补位摆放商品，最核心的要求是？A. 摆放端正、不倾斜 B. 快速摆放、不管整齐度 C. 随意堆放,题干配图：货架补位场景选项配图：A. 端正摆放；B. 快速乱摆；C. 随意堆放,灵巧度、规整能力,低级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
8. 【基础】拧松紧瓶盖，手部动作要点是？ A 缓慢旋转 B 猛力拉扯 C 左右晃动,拧动瓶盖开合，最关键的动作要点是？A. 手指均匀发力、匀速旋转 B. 猛力一次性拧开 C. 只用大拇指发力,题干配图：瓶盖拧动场景选项配图：A. 均匀发力旋转；B. 猛力拧开；C. 单指发力,灵巧度、力度控制,低级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
9. 【基础】9.搬运盒装物品，双手应该？ A 捧住盒子两侧 B 只提盒子一角 C 单手抓握盒顶,搬运轻薄板材，手部最佳摆放位置是？A. 双手分别托住板材两侧边缘 B. 单手抓住板材一角 C. 双手抓住板材中间,题干配图：轻薄板材搬运场景选项配图：A. 双手托两侧；B. 单手抓一角；C. 双手抓中间,双手配合、稳定性,中级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
10. 【岗位关联】整理零散货品，第一步先？ A 分类归堆 B 随意堆放 C 直接装箱,整理桌面零散货品，第一步应当做什么？A. 先将货品分类集中 B. 直接随意摆放 C. 先把货品全部扫到一边,题干配图：零散货品整理场景选项配图：A. 分类集中；B. 随意摆放；C. 扫到一边,灵巧度、秩序操作,低级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
11. 【基础】整理捆绑好的物品，正确做法是？ A 轻轻摆放平稳 B 用力抛扔在地 C 随意丢放一旁,系简易活结，最核心的操作逻辑是？A. 先绕圈、再穿绳、匀速拉紧 B. 直接打死结 C. 随意缠绕不拉紧,题干配图：简易活结操作场景选项配图：A. 标准活结步骤；B. 打死结；C. 随意缠绕,灵巧度、力度控制,高级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
12. 【基础】区分大小物件摆放，应当？ A 大在下小在上 B 大在上小在下 C 混放一起,大小不同的物件摆放，最稳定的规则是？A. 大物件在下、小物件在上 B. 小物件在下、大物件在上 C. 大小随意摆放,题干配图：大小物件摆放场景选项配图：A. 大下小上；B. 小下大上；C. 随意摆放,动作稳定性,低级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
（三）拖拽题（8 题）,,,,,"（三）拖拽题（测评抽取 4 题，排序 / 分类 / 匹配）
1.达标（2 分）：顺序、分类、匹配内容全部正确，独立完成。
2.需改进（1 分）：仅出现1 处错误，自行修正或简单提示后可纠正，整体逻辑无误。
3.不达标（0 分）：出现2 处及以上错误；拖拽混乱；不理解分类 / 排序 / 匹配规则。",
1. 【基础】将球体、立方体、柱体，按体积从大到小拖拽排序。,请将以下几何体，按「大→中→小」的体积顺序拖拽排序,可拖拽虚拟物品：大正方体、中正方体、小正方体排序位：第 1 位、第 2 位、第 3 位,灵巧规整、视觉控制,低级,1. 达标（2 分）：顺序完全正确，独立完成2. 需改进（1 分）：经提示后调整为正确顺序3. 不达标（0 分）：顺序完全错误；拖拽混乱,
2. 【岗位关联】把 3 款仿真商品，按 “正面朝外” 标准拖拽排列。,请将以下商品，拖拽至货架上，做到正面朝外、对齐排列,可拖拽虚拟物品：盒装商品（6 个）目标区域：货架层板（带对齐引导线）,灵巧度、稳定性,低级,1. 达标（2 分）：所有商品正面朝外、对齐排列，独立完成2. 需改进（1 分）：仅 1 个商品摆放错误，经提示后纠正3. 不达标（0 分）：2 个及以上商品摆放错误；拖拽混乱,
3. 【基础】将文具、玩具、餐具，拖拽至对应分类收纳区。,请将以下物品，拖拽分类到对应的收纳区域中,可拖拽虚拟物品：文具类、玩具类、食品类各 3 个目标区域：文具收纳区、玩具收纳区、食品收纳区,手部灵巧度,低级,1. 达标（2 分）：所有物品分类全部正确，独立完成2. 需改进（1 分）：仅 1 处分类错误，经提示后纠正3. 不达标（0 分）：2 处及以上分类错误；拖拽混乱,
4. 【基础】按 “拿起→移动→放下” 动作顺序拖拽排序。,请将以下手部动作，按「拿取→摆放→整理」的正确流程拖拽排序,可拖拽虚拟步骤卡片：1. 摆放物品 2. 拿取物品 3. 整理归位排序位：第 1 步、第 2 步、第 3 步,手部灵巧度、动作稳定性,低级,1. 达标（2 分）：顺序完全正确，独立完成2. 需改进（1 分）：经提示后调整为正确顺序3. 不达标（0 分）：顺序完全错误；不理解流程,
5. 【岗位关联】模拟货品归位，将零散商品拖拽至对应货架格位。,请将以下货品，精准拖拽到货架上对应的格位中,可拖拽虚拟物品：不同品类的盒装商品目标区域：货架格位（带对应品类标识）,灵巧度、稳定性,中级,1. 达标（2 分）：所有货品精准放入对应格位，独立完成2. 需改进（1 分）：仅 1 个货品放错，经提示后纠正3. 不达标（0 分）：2 个及以上货品放错；拖拽混乱,
6. 【基础】将粗、中、细三种线材，按粗细顺序拖拽排列。,请将以下线材，按「粗→中→细」的顺序拖拽排序,可拖拽虚拟物品：粗线材、中线材、细线材排序位：第 1 位、第 2 位、第 3 位,手部灵巧度,低级,1. 达标（2 分）：顺序完全正确，独立完成2. 需改进（1 分）：经提示后调整为正确顺序3. 不达标（0 分）：顺序完全错误；拖拽混乱,
7. 【基础】把方形卡片，拖拽对齐参考边线。,请将以下卡片，拖拽拼接成完整的正方形，做到边线完全对齐,可拖拽虚拟物品：正方形拆分卡片（4 张）目标区域：拼接引导框,灵巧度、稳定性,中级,1. 达标（2 分）：所有卡片边线对齐、拼接完整，独立完成2. 需改进（1 分）：仅 1 张卡片错位，经提示后纠正3. 不达标（0 分）：2 张及以上卡片错位；无法完成拼接,
8. 【岗位关联】将空箱、货品、耗材，拖拽分区摆放。,请将以下物料，按要求拖拽到对应的分区中,可拖拽虚拟物品：A 类物料、B 类物料、C 类物料各 3 个目标区域：A 区、B 区、C 区（带明确标识）,手部灵巧度、动作稳定性,低级,1. 达标（2 分）：所有物料分区摆放正确，独立完成2. 需改进（1 分）：仅 1 个物料放错，经提示后纠正3. 不达标（0 分）：2 个及以上物料放错；拖拽混乱,
（四）实物操作题（6 题）,,,,,"（四）实物教具操作题（测评抽取 3 题，人工评分）
通用判定
1.达标（2 分）：独立完成整套动作，姿势、流程、幅度全部规范，动作连贯稳定，无安全隐患。
2.需改进（1 分）：可完成主体动作，姿势轻微变形、动作卡顿、摆放略有歪斜；需要少量口头 / 手势提醒，无安全问题。
3.不达标（0 分）：频繁失误、物品反复掉落、无法完成动作；动作严重不规范；出现挥舞工具、抛扔货品等危险行为；抗拒操作。",
1. 【基础】使用夹子，依次夹取5个珠子，动作规范。,请用长尾夹，将桌面上的多张卡纸，连续夹合固定，做到夹取牢固、摆放整齐,所需教具：长尾夹、A4 卡纸（5 张）、操作台面场景：独立操作台面，无干扰,灵巧度、力度控制,中级,1. 达标（2 分）：独立完成所有卡纸夹合，夹取牢固、摆放整齐，无安全隐患2. 需改进（1 分）：可完成夹合，仅 1 个夹子夹取不牢，经提醒后纠正3. 不达标（0 分）：无法完成夹合；夹子使用姿势错误；抗拒操作,
2. 【基础】拿起便携水平仪（水准仪），保持水平状态。,请模拟拆纸箱的整套动作，做到扶箱固定、平稳撕开封条、无暴力撕扯,所需教具：带封条的模拟纸箱、操作台面场景：独立操作区域，无干扰,稳定性,中级,1. 达标（2 分）：独立完成拆箱整套动作，姿势规范、无暴力撕扯，无安全隐患2. 需改进（1 分）：可完成拆箱，动作轻微不规范，经提醒后纠正3. 不达标（0 分）：无法完成拆箱；动作严重不规范；出现危险动作；抗拒操作,
3. 【基础】双手配合，折叠正方形卡纸为三角造型。,请将桌面上的正方形卡纸，折叠成标准的等腰三角形，做到边角对齐、纸面平整,所需教具：正方形卡纸、操作台面场景：独立操作台面，无干扰,双手配合、灵巧度,中级,1. 达标（2 分）：独立完成折叠，三角造型标准、边角对齐、纸面平整2. 需改进（1 分）：可完成折叠，造型轻微不标准，经提醒后纠正3. 不达标（0 分）：无法完成折叠；造型严重错误；抗拒操作,
4. 【岗位关联】将 6 件仿真商品，整齐摆放在模拟层板上。,请将桌面上的仿真商品，整齐摆放在货架层板上，做到摆放端正、间距均匀、正面朝外,所需教具：仿真盒装商品、货架层板、操作台面场景：独立操作区域，无干扰,稳定性、灵巧度,低级,1. 达标（2 分）：独立完成所有商品摆放，端正整齐、间距均匀、正面朝外2. 需改进（1 分）：仅 1 个商品摆放不规范，经提醒后纠正3. 不达标（0 分）：2 个及以上商品摆放错误；无法完成摆放；抗拒操作,
5. 【基础】单手端托盘，平稳行走 3 米，物品不滑落。,请单手端起装有小件物品的托盘，平稳行走完成指定路线，全程托盘不倾斜、物品不洒落,所需教具：平底托盘、小件物品、起点 / 终点标识线、直线通道场景：无障碍室内通道，路线长度 5 米,动作稳定性、力度控制,中级,1. 达标（2 分）：独立完成行走，全程托盘平稳、无倾斜、物品无洒落2. 需改进（1 分）：可完成行走，托盘轻微倾斜，经提醒后纠正3. 不达标（0 分）：无法完成行走；托盘严重倾斜、物品洒落；抗拒操作,
6. 【基础】左右手交替传递积木，连续完成 5 次传递。,请用左右手交替传递桌面上的积木，做到衔接顺畅、全程无掉落、无卡顿,所需教具：方形积木、操作台面场景：独立操作台面，无干扰,双手配合、稳定性,中级,1. 达标（2 分）：独立完成 10 次交替传递，全程顺畅、无掉落、无卡顿2. 需改进（1 分）：可完成传递，仅 1 次险些掉落，经提醒后纠正3. 不达标（0 分）：无法完成传递；频繁掉落；抗拒操作,
7.  【基础】手指捏住瓶盖，完整拧开、拧紧循环操作。,请用手指捏住瓶盖，完整完成拧开、拧紧整套循环动作,带塑料瓶盖的空水瓶，平整操作台,灵巧度、力度控制,低级,"1.达标（2 分）：独立流畅完成拧开 + 拧紧完整循环，手指发力均匀，不打滑、不蛮力挤压瓶身，无需提醒
2.需改进（1 分）：可完成整套动作，中途轻微打滑，经一次简单提示后顺利完成，无暴力操作
3.不达标（0 分）：全程无法拧动瓶盖；用力过猛捏扁瓶身；抗拒操作",
8.【基础】按要求叠高5个积木，保持直立。,将 5 块积木逐层叠高，堆叠全程保持直立不倒塌,大小统一方形实木积木 5 块，平整防滑操作台面,动作稳定性、灵巧度、双手配合,低级,"达标（2 分）：独立逐层平稳叠满 5 块，堆叠笔直无倾斜，全程不倒，无需提醒
需改进（1 分）堆叠时轻微歪斜，轻微晃动，小幅调整后成功叠满 5 块，无大面积倒塌
不达标（0 分）叠 3 块以内就频繁倒塌；随意抛掷积木；拒绝操作",
9.【基础】画一个圆形图片,拿笔在纸上画出完整圆形图案,白纸、粗头安全彩笔，桌面无杂物，提供简易样图参考,手部灵巧度、稳定性,中级,,
10.【基础】切2个磁性切切乐玩具,使用配套磁性刀具，平稳切割 2 个磁性食材玩具，切割到位不蛮力,磁性切切乐果蔬 2 个、配套安全磁性小刀、专用操作垫板,手部灵巧度、力度控制、双手配合,中级,"1.达标（2 分）一手固定食材，一手平稳下刀，2 个全部完整切开，力度适中不拍打、不摔玩具
2.需改进（1 分）固定不稳轻微滑动，经提醒后扶稳完成全部切割，无暴力拍打动作
3.不达标（0 分）蛮力拍打、抛掷玩具；完全不会双手配合固定；抗拒操作",
二、认知理解能力（40 题）,,,"1. 物品与物象识别：品类识别、图形识别、颜色识别、商品/物件状态识别（完整/破损、同款/不同款）
2. 指令与方位理解：单/多步口头指令、方位词（内外、左右、上下）、顺序规则理解
3. 数理与数量认知：10以内数字识别、数量对比、数字排序、数量匹配
4. 分类与规则逻辑：物品分类、区域匹配、商品摆放规则、对错逻辑判断、场景规则认知",,"1.核心关注点：物品 / 图形 / 数字识别、方位判断、分类、规则理解。
2.特殊规则：价签、货品、区域类题目连续答错，判定认知能力薄弱。
结果应用： 
1.达标：学习商品区分、生产日期、价签识别等岗位认知内容；
2..需改进：强化图文、数字、分类专项训练；
3..不达标：从基础物品、图形认知重新启蒙。",
（一）判断题（14 题）,,,,,,
1. 【基础】能准确识别图片中的蔬菜品类。,请观看图片，判断图片中的物品是否为蔬菜？,正确版：图片展示常见蔬菜（如白菜、胡萝卜）错误版：图片展示非蔬菜类物品（如水果、文具）,物品与物象识别,低级,1. 达标（2 分）：独立判断正确，无犹豫2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
2. 【基础】区分三角形与圆形两种图形。,请观看图片，判断图片中的图形是否为三角形？,正确版：图片展示标准三角形图形错误版：图片展示圆形 / 方形 / 心形等非三角形图形,物品与物象识别,低级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
3. 【岗位关联】识别 “饮料区” 区域标识，判断区域属性正确。,请观看图片，判断该区域标识是否为饮料区？,正确版：图片展示带「饮料区」文字的标准区域标识错误版：图片展示「零食区」「日化区」等非饮料区标识,分类与规则逻辑,低级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
4. 【基础】听懂连续两步简单指令并做出反应。,请观看视频，判断视频中的人物是否正确完成了连续两步指令？,正确版：人物听到「先拿起杯子、再放到桌子上」的指令，准确完成两步动作错误版：人物只完成了其中一步动作、或动作完全错误,指令与方位理解,中级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
5. 【基础】判断两组物品数量是否相等。,请观看图片，判断左右两组物品的数量是否相等？,正确版：左右两组物品数量完全相同（如都是 3 个苹果）错误版：左右两组物品数量不同（如左边 2 个、右边 4 个）,数理与数量认知,低级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
6. 【岗位关联】识别商品外包装图案，判断是否为同款货品。,请观看两组商品图片，判断它们是否为同款货品？,正确版：两组商品外包装图案、品牌、规格完全一致错误版：两组商品外包装图案、品牌明显不同,物品与物象识别、分类与规则逻辑,中级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
7. 【基础】区分红色、橙色两种相近色彩。,请观看图片，判断图片中的颜色是否为红色？,正确版：图片展示标准红色色块 / 物品错误版：图片展示橙色 / 黄色等非红色色块 / 物品,物品与物象识别,中级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
8. 【基础】理解 “把物品放到盒子外侧” 的方位指令。,请观看视频，判断视频中的人物是否正确完成了方位指令？,正确版：人物听到指令后，将物品准确放到盒子的外侧位置错误版：人物将物品放到了盒子内侧 / 上方 / 下方等错误位置,指令与方位理解,低级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
9. 【岗位关联】判断价签与对应商品是否匹配。,请观看图片，判断价签与对应的商品是否匹配？,正确版：价签上的商品名称、规格、价格与对应商品完全一致错误版：价签与商品名称、规格明显不匹配,分类与规则逻辑,中级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
10. 【基础】识别 10 以内阿拉伯数字。,请观看图片，判断图片中的数字是否为你听到的数字？,正确版：图片展示的阿拉伯数字与播报的数字完全一致错误版：图片展示的数字与播报的数字不同,数理与数量认知,低级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
11. 【基础】判断物品 “完整 / 破损” 两种状态。,请观看图片，判断图片中的物品是否为完整状态？,正确版：图片展示完好无损、无破损的物品错误版：图片展示有开裂、破损、变形的物品,物品与物象识别,低级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
12. 【岗位关联】判断 “同类商品摆放在一起” 是否合理。,请观看图片，判断图中商品的摆放方式是否合理？,正确版：图中同类商品集中摆放在一起，分类清晰错误版：图中不同类商品杂乱混放，无分类逻辑,分类与规则逻辑,低级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
13. 【基础】工作工具和废弃杂物。,请观看图片，判断图片中的图案是否为心形？,正确版：图片展示标准心形图案错误版：图片展示圆形 / 方形 / 三角形等非心形图案,物品与物象识别、分类与规则逻辑,低级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
14. 【基础】理解 “先做完一件事，再做下一件事” 的顺序规则。,请观看视频，判断视频中的人物是否遵守了先完成一件事、再做下一件事的顺序规则？,正确版：人物按顺序完成「先整理桌面、再摆放物品」，一件事做完再做下一件错误版：人物两件事同时做、或顺序完全颠倒,指令与方位理解、分类与规则逻辑,中级,1. 达标（2 分）：独立判断正确2. 需改进（1 分）：经提示后判断正确3. 不达标（0 分）：判断错误,
（二）单项选择题（12 题）,,,,,,
1. 【基础】以下哪一个属于学习用品？ A 铅笔 B 水杯 C 水果,以下哪一个物品属于学习用品？A. 铅笔 B. 水杯 C. 水果,题干配图：三个选项的对应物品图片选项配图：A. 铅笔；B. 水杯；C. 水果,分类与规则逻辑,低级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
2. 【岗位关联】货架上摆放的瓶装饮品是？ A 饮用水 B 零食 C 玩具,货架上摆放的瓶装饮品，属于以下哪一类？A. 饮用水 B. 零食 C. 玩具,题干配图：货架上的瓶装饮用水场景选项配图：A. 饮用水；B. 零食；C. 玩具,物品与物象识别,低级,1. 达标（2 分）：独立选择正确选项 A2. 需改进（1 分）：经提示后选择 A3. 不达标（0 分）：选择错误选项,
